CustomerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,SeniorCitizen,Churn
ID_606,41,20.86040263350362,2426.5953080797467,Month-to-month,Fiber optic,Bank transfer,No,0,No
ID_607,12,49.0089562748675,4842.203585390185,Month-to-month,DSL,Credit card,No,1,No
ID_608,24,94.01216260031853,7846.111130900172,Two year,DSL,Bank transfer,No,0,No
ID_609,11,87.62401925576376,6207.816843649277,Month-to-month,DSL,Mailed check,No,1,Yes
ID_610,32,112.15368367135656,1619.2634087117092,Month-to-month,No,Mailed check,Yes,1,No
ID_611,4,71.27200349759926,5283.19756782801,Month-to-month,Fiber optic,Bank transfer,Yes,0,No
ID_612,54,52.466292469676006,5156.634921616167,Month-to-month,DSL,Credit card,Yes,1,Yes
ID_613,56,107.64015718735985,7577.461922756949,Two year,Fiber optic,Credit card,No,0,Yes
ID_614,46,32.46496088912503,5744.545020671729,Month-to-month,DSL,Mailed check,No,1,No
ID_615,21,82.23974188107609,3867.8036485721314,One year,DSL,Bank transfer,Yes,0,No
ID_616,38,117.87232855353484,926.6865111664564,Two year,Fiber optic,Mailed check,Yes,1,Yes
ID_617,8,94.70028818445125,6723.560061797279,One year,DSL,Electronic check,No,0,No
ID_618,39,75.75274538430328,6776.900347409166,One year,DSL,Mailed check,Yes,1,No
ID_619,35,36.58994117063133,7126.737898205513,One year,Fiber optic,Mailed check,Yes,0,No
ID_620,54,67.95549925981518,1687.1889393106878,One year,DSL,Mailed check,No,0,No
ID_621,6,73.9865186973141,137.11074555710653,Two year,No,Bank transfer,No,1,Yes
ID_622,63,113.66053724642798,1165.9374404005785,One year,No,Credit card,Yes,1,Yes
ID_623,18,108.26263804886982,7231.7737031156275,Month-to-month,No,Credit card,Yes,0,Yes
ID_624,35,103.50646436593485,1457.0694856595567,One year,DSL,Electronic check,Yes,0,No
ID_625,43,39.21034260342096,4114.957163384748,Two year,No,Credit card,Yes,1,Yes
ID_626,66,88.33860490507568,153.97992801703313,Month-to-month,No,Bank transfer,No,0,Yes
ID_627,5,84.45530240191101,7457.753707163786,Month-to-month,DSL,Electronic check,Yes,1,No
ID_628,61,60.59376173127757,1132.5353488045582,Two year,DSL,Credit card,Yes,0,No
ID_629,40,56.107178191692725,41.78112543012385,Two year,Fiber optic,Mailed check,No,1,No
ID_630,27,75.97550974492263,1907.409153332367,One year,Fiber optic,Electronic check,Yes,1,Yes
ID_631,63,101.35702686518155,4151.9372788295395,One year,DSL,Electronic check,Yes,0,No
ID_632,28,92.74500177016155,5453.2454605110115,One year,DSL,Bank transfer,No,0,No
ID_633,22,105.80939650989946,1838.3162773833799,One year,DSL,Credit card,Yes,1,No
ID_634,27,53.660002429410405,5747.741623904958,Month-to-month,Fiber optic,Electronic check,Yes,0,No
ID_635,32,31.73985670008959,4446.014915017823,Month-to-month,Fiber optic,Bank transfer,Yes,1,No
ID_636,54,24.640393606344198,271.60407810842366,Month-to-month,No,Credit card,Yes,0,No
ID_637,6,106.72908544095843,3415.7399858658728,Month-to-month,No,Credit card,Yes,1,No
ID_638,69,94.74475561664688,5077.90571987499,Month-to-month,DSL,Electronic check,Yes,1,No
ID_639,69,80.14658901367383,5024.194529557349,Two year,No,Bank transfer,No,0,No
ID_640,65,99.80753544352332,6598.103537606127,One year,Fiber optic,Credit card,Yes,1,No
ID_641,39,55.35511167663664,3277.508232092783,Two year,DSL,Electronic check,No,1,No
ID_642,18,43.70711746329486,4912.770931630752,Two year,No,Mailed check,Yes,1,No
ID_643,44,67.90941847644562,6930.717577293891,One year,No,Mailed check,No,1,No
ID_644,4,31.99816406306624,2961.0882642587744,Month-to-month,DSL,Electronic check,Yes,1,No
ID_645,15,107.84631797464304,6416.683680834998,One year,Fiber optic,Bank transfer,Yes,1,No
ID_646,30,57.90790267656722,2732.928237374009,Month-to-month,DSL,Electronic check,No,0,No
ID_647,71,116.03613041567586,845.7369640610577,Month-to-month,Fiber optic,Electronic check,No,1,No
ID_648,51,93.63226305825302,5973.831400212881,Month-to-month,Fiber optic,Credit card,No,0,No
ID_649,5,92.83203380346148,7629.8863192842255,Month-to-month,No,Mailed check,No,1,No
ID_650,18,87.64529939539588,3801.767274122098,Two year,Fiber optic,Credit card,Yes,1,No
ID_651,36,67.45211260722972,6118.617936208593,Month-to-month,DSL,Credit card,Yes,0,No
ID_652,49,25.33073674750739,6674.062404186122,One year,No,Credit card,No,1,No
ID_653,43,53.644803333979766,7628.208212206172,Two year,Fiber optic,Bank transfer,No,1,No
ID_654,42,68.60731868954502,6520.012826499255,Two year,No,Electronic check,No,0,Yes
ID_655,68,117.740392866188,6480.306394185736,Two year,DSL,Electronic check,No,0,No
ID_656,46,33.21443711137326,3565.3663949191796,One year,Fiber optic,Credit card,No,0,No
ID_657,55,107.33934068938977,1004.194988273861,Two year,No,Electronic check,Yes,1,Yes
ID_658,48,100.61124279186723,3328.5835769955625,Month-to-month,No,Bank transfer,Yes,0,Yes
ID_659,33,93.13227298243955,5128.928756084849,One year,No,Credit card,No,0,Yes
ID_660,52,101.93130776364065,7032.300385233346,Two year,No,Credit card,No,0,No
ID_661,6,49.64832186952738,3336.794751823061,One year,No,Bank transfer,Yes,0,Yes
ID_662,64,60.490090413012915,2681.594935653607,One year,Fiber optic,Bank transfer,No,0,No
ID_663,1,36.76005562035385,6088.713730289594,Month-to-month,No,Mailed check,No,0,No
ID_664,16,39.81215935495223,2586.8278335073514,Two year,No,Mailed check,Yes,0,Yes
ID_665,48,88.97863552052847,4194.999084526553,One year,No,Electronic check,No,1,No
ID_666,65,42.56016189432016,1046.500108913457,Month-to-month,DSL,Credit card,Yes,0,No
ID_667,12,119.4473648632017,48.178736845850906,Month-to-month,DSL,Credit card,No,0,No
ID_668,12,48.47174336739884,6853.008713814056,Two year,DSL,Credit card,No,1,No
ID_669,23,114.4279136624178,2749.03351997382,Two year,No,Mailed check,Yes,0,No
ID_670,45,71.71842588798968,3797.8726402077486,One year,Fiber optic,Electronic check,No,0,No
ID_671,3,111.14259331486672,1584.79787615999,One year,DSL,Bank transfer,Yes,0,No
ID_672,1,113.01196477852761,6481.72960712949,One year,Fiber optic,Mailed check,Yes,1,Yes
ID_673,10,91.23909091372663,1415.4686018950295,Month-to-month,No,Electronic check,No,0,No
ID_674,54,112.54595471090451,3646.7846848970503,One year,DSL,Mailed check,Yes,0,No
ID_675,48,71.7198998453217,574.6911656372173,Two year,No,Mailed check,No,0,No
ID_676,1,80.59714904930662,3050.0383717058266,Two year,Fiber optic,Mailed check,Yes,0,No
ID_677,65,90.14131794177653,2930.9885945450687,Two year,No,Mailed check,Yes,0,No
ID_678,11,114.01890873203912,6240.369361484086,Month-to-month,No,Mailed check,Yes,0,No
ID_679,24,96.0116222120181,4965.209375609667,One year,DSL,Electronic check,No,0,No
ID_680,7,30.459550034320596,1842.1213567514994,Month-to-month,DSL,Bank transfer,No,0,Yes
ID_681,29,24.628465718641053,1293.9074311486143,One year,DSL,Credit card,Yes,1,No
ID_682,49,87.82981030652867,604.2245400479638,Month-to-month,Fiber optic,Electronic check,Yes,1,No
ID_683,27,115.11676645732614,414.8983783926305,Two year,DSL,Bank transfer,Yes,0,No
ID_684,12,95.59501276731237,3066.056164322347,One year,No,Mailed check,Yes,1,No
ID_685,23,105.44283251180002,7231.168104928197,Month-to-month,Fiber optic,Mailed check,No,0,No
ID_686,24,85.27471556655196,7138.377624612616,Month-to-month,DSL,Credit card,Yes,1,Yes
ID_687,6,25.411088984961822,3823.092124596734,Month-to-month,Fiber optic,Bank transfer,No,0,Yes
ID_688,8,85.73184583508443,1809.6897604720234,Two year,Fiber optic,Credit card,Yes,1,Yes
ID_689,26,77.15450610753805,6308.411730572504,Month-to-month,No,Credit card,Yes,1,No
ID_690,19,33.938824089283585,521.5792224539166,Month-to-month,Fiber optic,Mailed check,Yes,1,No
ID_691,27,47.1841681152945,4231.940619539326,One year,DSL,Bank transfer,No,0,No
ID_692,60,38.48817425218468,2628.163114525285,Month-to-month,No,Credit card,No,1,No
ID_693,2,94.17773008473685,1977.3034851546854,One year,No,Mailed check,No,0,No
ID_694,32,103.71976365297098,6994.942094767206,Month-to-month,Fiber optic,Electronic check,Yes,1,Yes
ID_695,71,107.33555662041964,5554.213770017372,Month-to-month,No,Mailed check,Yes,0,Yes
ID_696,28,108.79653605658595,6129.892440905428,Two year,DSL,Electronic check,No,0,Yes
ID_697,15,54.21224831937939,1367.3789313358886,Two year,Fiber optic,Mailed check,No,0,No
ID_698,11,67.09144365993379,7212.923231906515,Month-to-month,No,Mailed check,Yes,1,No
ID_699,46,32.73705680056989,2597.5237690580016,Month-to-month,Fiber optic,Bank transfer,No,0,No
ID_700,53,66.84955879575242,3449.7345191747295,One year,Fiber optic,Mailed check,Yes,1,No
ID_701,61,99.40417902613623,1337.7378997798053,One year,Fiber optic,Mailed check,Yes,1,No
ID_702,36,115.40147052291314,1329.3977617906107,Month-to-month,DSL,Credit card,No,1,No
ID_703,14,104.71451471075139,1595.3895798449478,Two year,DSL,Credit card,Yes,0,Yes
ID_704,66,65.27938952333754,2219.0973948810074,Two year,Fiber optic,Electronic check,Yes,1,No
ID_705,42,116.02665838379873,2942.516523850943,One year,Fiber optic,Mailed check,No,1,Yes
ID_706,52,110.24166567951993,5650.815175780466,Two year,Fiber optic,Mailed check,No,1,Yes
ID_707,24,29.611831427114282,474.2081097278583,Month-to-month,Fiber optic,Electronic check,No,0,No
ID_708,38,90.61209299744571,859.8634251575465,Month-to-month,Fiber optic,Bank transfer,Yes,0,No
ID_709,65,117.834397857688,5512.6599401696085,Two year,DSL,Bank transfer,No,0,No
ID_710,38,55.628946158912335,5020.146038976731,One year,No,Bank transfer,No,0,Yes
ID_711,14,31.725538862623818,6860.072182447029,Month-to-month,Fiber optic,Credit card,No,0,No
ID_712,20,82.004322144405,1238.0982907997004,One year,Fiber optic,Credit card,Yes,1,Yes
ID_713,56,53.873115482062055,1116.1497208653057,Two year,Fiber optic,Bank transfer,No,1,Yes
ID_714,15,21.813792311399542,1887.2572630882462,One year,No,Credit card,No,1,Yes
ID_715,22,53.40369697732759,5558.5366028946555,Month-to-month,No,Bank transfer,No,0,No
ID_716,13,25.54957381836163,5122.2467798279085,Two year,DSL,Bank transfer,No,1,No
ID_717,27,107.01699264461512,5166.737454175953,Month-to-month,Fiber optic,Electronic check,No,0,No
ID_718,54,23.413237230662926,4926.9216079781845,Month-to-month,Fiber optic,Bank transfer,No,0,No
ID_719,15,99.9618177017668,6636.492341287453,Two year,DSL,Electronic check,No,1,Yes
ID_720,61,74.35799147087124,7547.969293087956,Month-to-month,No,Bank transfer,Yes,0,No
ID_721,44,74.73282542910049,6874.185156779279,One year,No,Credit card,No,1,No
ID_722,55,97.24141651014864,2924.533938633494,One year,Fiber optic,Mailed check,No,0,No
ID_723,54,73.12875923825038,2994.1379660534717,Month-to-month,DSL,Electronic check,No,1,No
ID_724,65,108.5451737041133,6713.837344938642,Month-to-month,DSL,Electronic check,No,1,No
ID_725,48,80.16905448076443,6794.199683146525,Month-to-month,No,Bank transfer,Yes,0,Yes
ID_726,25,60.48190373373984,5515.208645944695,Two year,DSL,Electronic check,No,0,No
ID_727,12,51.70587233322564,5919.317416219701,One year,Fiber optic,Mailed check,Yes,1,No
ID_728,43,74.54511797676764,5028.351068793827,One year,DSL,Electronic check,No,0,Yes
ID_729,4,35.07001906493126,2783.861245515799,Month-to-month,Fiber optic,Credit card,Yes,1,No
ID_730,30,42.02514101001306,5320.477488970784,Two year,DSL,Electronic check,No,1,No
ID_731,3,95.43204867866179,6775.820287210211,Month-to-month,DSL,Bank transfer,No,0,Yes
ID_732,18,45.725084389498896,7146.900649452645,Two year,DSL,Bank transfer,Yes,0,Yes
ID_733,43,103.74437285556485,6110.585681549222,Two year,Fiber optic,Mailed check,Yes,1,Yes
ID_734,21,39.123090036593055,4847.621530733444,Two year,Fiber optic,Electronic check,No,0,No
ID_735,30,42.59373874899766,7738.115642826759,Two year,DSL,Electronic check,Yes,0,No
ID_736,29,83.6071399418172,7944.829741828398,Month-to-month,Fiber optic,Bank transfer,No,1,Yes
ID_737,49,115.81565661440749,1542.2983223851224,Month-to-month,No,Credit card,No,0,Yes
ID_738,58,98.42930015680788,7130.827470663372,Month-to-month,Fiber optic,Credit card,Yes,1,Yes
ID_739,51,88.34096701845554,5269.648549964645,Month-to-month,Fiber optic,Electronic check,Yes,0,Yes
ID_740,45,37.01191770630243,974.2091611035621,Two year,No,Credit card,Yes,0,Yes
ID_741,56,69.87219019777044,765.4848644316517,Two year,No,Bank transfer,Yes,0,Yes
ID_742,5,104.96833867446094,4135.711520695929,One year,No,Credit card,No,0,No
ID_743,61,84.56366290186799,63.065793848912506,Two year,Fiber optic,Credit card,Yes,1,No
ID_744,2,23.71441859143443,538.0214079121964,Month-to-month,No,Mailed check,No,1,Yes
ID_745,47,43.52700149572215,5179.788555599022,Two year,Fiber optic,Electronic check,Yes,1,No
ID_746,9,62.72824555948148,952.5826915988238,Two year,DSL,Credit card,Yes,0,No
ID_747,26,29.871713164173258,3825.3409674983277,Month-to-month,DSL,Mailed check,No,0,Yes
ID_748,42,112.34435727803991,3507.2250982021687,Two year,No,Credit card,No,0,Yes
ID_749,43,76.34569255015916,7210.58282327268,One year,No,Bank transfer,Yes,0,Yes
ID_750,40,104.09065300321654,3258.1026779050885,Two year,Fiber optic,Electronic check,Yes,1,No
ID_751,54,40.75810608116939,3355.3194433417448,One year,No,Credit card,Yes,0,No
ID_752,26,114.83359024175854,6769.671241188845,One year,Fiber optic,Mailed check,No,0,No
ID_753,15,76.51063724175663,4097.650659945208,Month-to-month,Fiber optic,Bank transfer,No,1,No
ID_754,51,77.32354037855475,2728.500006457104,One year,DSL,Credit card,No,0,Yes
ID_755,49,118.92553274255648,4777.7060482417655,Month-to-month,Fiber optic,Bank transfer,No,0,No
ID_756,15,34.46618956798581,6431.718386896093,Month-to-month,DSL,Credit card,Yes,0,No
ID_757,51,43.96154568961882,4353.124344565413,Two year,No,Mailed check,Yes,1,Yes
ID_758,56,92.39803988930021,7667.249552016513,Month-to-month,No,Credit card,No,1,No
ID_759,51,21.33529069547653,3787.5968194502693,Month-to-month,DSL,Credit card,No,0,No
ID_760,31,26.41394303199251,3074.133675131266,Two year,No,Mailed check,Yes,1,No
ID_761,24,49.04020949545182,3273.3348353685187,Month-to-month,DSL,Electronic check,Yes,1,No
ID_762,19,107.89410578699011,1435.1800544751814,One year,DSL,Credit card,Yes,0,No
ID_763,13,83.31280193265016,3541.2957311245987,Two year,Fiber optic,Mailed check,Yes,0,No
ID_764,13,66.13526479967061,2501.283602870144,Month-to-month,DSL,Credit card,Yes,0,No
ID_765,47,75.86657648226218,4665.190325212005,One year,No,Mailed check,No,1,No
ID_766,17,37.417788947211754,1515.4082498281955,Two year,Fiber optic,Credit card,No,1,No
ID_767,23,100.31737578135085,7135.397482323823,Two year,No,Bank transfer,Yes,0,No
ID_768,48,103.55874961503712,4686.452068424114,One year,DSL,Mailed check,Yes,0,Yes
ID_769,6,46.83239441398773,2183.375791962822,Two year,No,Bank transfer,No,1,No
ID_770,61,50.036579751875195,5642.437274052775,Month-to-month,Fiber optic,Electronic check,No,1,Yes
ID_771,23,25.539504162888154,1749.3834367695094,One year,DSL,Electronic check,Yes,1,Yes
ID_772,17,42.727234192839035,7291.2800948873255,One year,DSL,Bank transfer,No,1,No
ID_773,15,84.1894253739521,4542.028891456677,Month-to-month,No,Bank transfer,Yes,0,No
ID_774,70,94.92212474522401,4790.754679453266,Month-to-month,Fiber optic,Bank transfer,No,1,No
ID_775,30,33.44305079750766,7449.904797892557,Two year,DSL,Mailed check,No,0,No
ID_776,24,68.90688109413121,3766.4136567231176,Month-to-month,DSL,Mailed check,Yes,1,No
ID_777,53,44.88749217660367,7728.962262800544,One year,Fiber optic,Electronic check,Yes,1,Yes
ID_778,27,54.72257618162592,7453.84859436195,Month-to-month,DSL,Electronic check,No,0,No
ID_779,41,38.94700467416335,3679.175055117232,Two year,No,Bank transfer,No,0,No
ID_780,62,81.0152372403195,49.66093746099837,Month-to-month,No,Mailed check,No,0,No
ID_781,7,46.54670805862397,534.367390029894,Month-to-month,DSL,Mailed check,Yes,0,Yes
ID_782,71,119.82824356783988,5547.631227837699,Month-to-month,DSL,Credit card,Yes,0,No
ID_783,42,57.980982730434086,5204.044300382664,One year,No,Credit card,No,1,Yes
ID_784,65,87.69146922918787,6430.500883051745,Month-to-month,DSL,Mailed check,No,1,No
ID_785,58,30.4183631205082,2931.4349116890385,One year,Fiber optic,Electronic check,Yes,0,No
ID_786,61,99.6619611058085,4637.729405992817,Two year,DSL,Credit card,No,0,No
ID_787,39,73.48176817778611,177.66875943820375,Two year,Fiber optic,Bank transfer,Yes,1,Yes
ID_788,52,60.738657572306245,4883.319739208531,Month-to-month,No,Credit card,No,0,No
ID_789,17,104.78448453666613,1400.5296074052035,Month-to-month,Fiber optic,Electronic check,No,0,No
ID_790,58,26.326267760302695,4797.067897095,Month-to-month,Fiber optic,Mailed check,No,1,No
ID_791,54,47.240508534721656,6579.210141800181,One year,No,Mailed check,No,1,No
ID_792,24,30.589423396044563,4412.482420062658,Two year,No,Electronic check,No,1,No
ID_793,16,82.04886677515813,7498.039582317223,One year,Fiber optic,Credit card,Yes,1,No
ID_794,17,35.979269121373974,6898.725456165377,One year,Fiber optic,Electronic check,Yes,0,Yes
ID_795,44,44.202155910340736,7290.083107272226,Month-to-month,No,Mailed check,No,0,No
ID_796,53,23.699486977988542,1030.6939233809776,Month-to-month,Fiber optic,Electronic check,No,0,No
ID_797,68,39.46641843301602,185.53465711916166,Two year,DSL,Electronic check,No,0,No
ID_798,68,91.04434756786561,1590.6012789030742,One year,Fiber optic,Bank transfer,Yes,0,Yes
ID_799,61,110.49312980930765,6261.785341385616,Two year,No,Mailed check,No,0,No
ID_800,63,97.57919806101131,5517.0139949214845,Two year,Fiber optic,Mailed check,No,1,No
ID_801,57,57.31073454482744,153.55935488719956,Month-to-month,Fiber optic,Bank transfer,Yes,0,No
ID_802,25,51.99212988334522,4129.028721483816,Month-to-month,No,Credit card,No,1,No
ID_803,45,74.37819183905802,7533.10844579164,Month-to-month,Fiber optic,Electronic check,No,0,No
ID_804,40,40.906715669408825,856.8684300848512,Month-to-month,No,Mailed check,Yes,0,No
ID_805,15,24.046485752302097,5876.858375215363,Month-to-month,Fiber optic,Bank transfer,No,0,No
ID_806,32,69.48390700897656,2163.8149183996356,Month-to-month,DSL,Credit card,No,0,No
ID_807,23,119.04425533319875,679.7699370159304,One year,DSL,Electronic check,Yes,1,No
ID_808,28,46.21874501143452,1011.3887869421171,Month-to-month,No,Bank transfer,No,1,Yes
ID_809,26,47.2940428311397,2475.6345739535286,Two year,DSL,Credit card,No,0,No
ID_810,61,74.13202877068986,3280.8720055818217,One year,DSL,Bank transfer,No,0,No
ID_811,64,69.10615982005179,3950.597836359489,Month-to-month,DSL,Credit card,Yes,0,No
ID_812,32,59.989073848215654,7745.205068683627,One year,Fiber optic,Mailed check,No,0,No
ID_813,64,70.97503907352143,6479.298745835573,Month-to-month,No,Bank transfer,No,0,No
ID_814,44,97.20606729063186,5432.302700140596,Two year,DSL,Credit card,No,0,No
ID_815,31,109.38581283327233,6798.581912657178,Month-to-month,Fiber optic,Credit card,No,0,No
ID_816,22,80.19555726552096,1742.3736688413217,One year,No,Mailed check,Yes,1,No
ID_817,10,119.84178747586576,866.4977039985177,One year,Fiber optic,Bank transfer,No,1,Yes
ID_818,52,115.40137807011008,7961.751318172304,Two year,No,Electronic check,No,0,No
ID_819,54,110.55365955563556,7316.888941973282,Month-to-month,Fiber optic,Credit card,No,1,No
ID_820,57,105.29050566777396,5790.54198536523,Month-to-month,No,Mailed check,No,1,No
ID_821,13,50.4123163403766,6823.767094920092,One year,DSL,Credit card,No,0,Yes
ID_822,16,58.42040718326756,2366.78008038173,Two year,Fiber optic,Electronic check,Yes,0,No
ID_823,30,64.65437233946031,4868.267354935343,Two year,No,Credit card,No,1,No
ID_824,3,62.6454835958252,2473.225866530287,Two year,DSL,Bank transfer,No,1,No
ID_825,37,21.11829480845088,5819.042462812831,One year,Fiber optic,Mailed check,Yes,1,Yes
ID_826,13,37.62691782999498,4531.68347150587,One year,DSL,Mailed check,Yes,0,No
ID_827,44,70.09484012159564,2329.8596318499503,Month-to-month,DSL,Electronic check,Yes,0,No
ID_828,3,21.659819552511866,7729.368015782507,Two year,Fiber optic,Electronic check,Yes,1,Yes
ID_829,12,73.00951611687185,1001.4100581613183,Month-to-month,No,Bank transfer,Yes,1,No
ID_830,14,58.57489754415568,7884.770379066743,Two year,No,Credit card,Yes,1,No
ID_831,1,76.59594061142667,3476.8683601591574,Month-to-month,No,Bank transfer,No,1,No
ID_832,33,82.74175161343251,6654.447449017559,One year,Fiber optic,Electronic check,No,1,Yes
ID_833,28,59.21967922047338,6993.988585833947,Month-to-month,No,Mailed check,Yes,0,No
ID_834,47,49.11990640951558,2149.059660713755,Two year,DSL,Electronic check,No,1,No
ID_835,8,92.61049583170715,3000.625808227107,Two year,No,Mailed check,Yes,1,Yes
ID_836,45,117.72443356773785,6140.654651124443,Two year,Fiber optic,Electronic check,No,0,No
ID_837,28,88.42517773450427,6015.400300627136,Month-to-month,DSL,Mailed check,No,1,No
ID_838,39,34.79911948206281,3704.2468405232194,Month-to-month,Fiber optic,Electronic check,No,0,No
ID_839,44,117.82135235276911,5230.486218991683,Two year,No,Electronic check,Yes,1,No
ID_840,60,21.937714494940547,1933.56493178839,One year,No,Credit card,Yes,1,Yes
ID_841,43,50.3325630021656,1854.3157219632983,One year,DSL,Mailed check,Yes,0,No
ID_842,39,39.8606491520726,1338.7840932183365,Month-to-month,No,Mailed check,Yes,1,No
ID_843,70,84.16437647010426,647.476662527684,One year,DSL,Credit card,No,1,No
ID_844,68,67.63175744004212,1446.7205379303136,Month-to-month,DSL,Bank transfer,Yes,1,Yes
ID_845,70,72.04174302887034,6007.975917935001,Two year,DSL,Bank transfer,No,1,No
ID_846,57,49.762751151447596,5007.265443726365,Month-to-month,DSL,Bank transfer,Yes,0,No
ID_847,32,70.9509518657724,3213.94140544299,Month-to-month,No,Bank transfer,No,0,No
ID_848,53,83.00531164060169,7519.399486498125,One year,DSL,Bank transfer,No,1,No
ID_849,68,24.219494037917848,7817.857897120584,Two year,DSL,Credit card,Yes,0,No
ID_850,19,23.89220777193501,1598.705040432925,Month-to-month,No,Bank transfer,Yes,1,No
ID_851,14,118.00469285699648,1130.6994564929778,One year,Fiber optic,Mailed check,No,1,No
ID_852,55,41.260793548651336,4119.23772155441,Two year,DSL,Bank transfer,No,1,Yes
ID_853,25,59.13453918067534,4453.646284168148,Month-to-month,Fiber optic,Electronic check,Yes,0,Yes
ID_854,63,114.57142687387434,7300.135220584186,Month-to-month,Fiber optic,Bank transfer,No,1,No
ID_855,35,76.55573078716615,6615.152103749694,Month-to-month,No,Electronic check,No,0,Yes
ID_856,51,23.14546382815053,5459.409619294736,Two year,Fiber optic,Credit card,No,0,No
ID_857,40,30.88768793506737,6300.203487368085,Month-to-month,No,Electronic check,Yes,1,No
ID_858,15,78.2795638370811,1827.7529209968632,One year,DSL,Electronic check,No,1,No
ID_859,18,98.95344125448418,3325.722357500444,Two year,No,Bank transfer,No,1,No
ID_860,16,102.64057371985058,2086.4337039969037,Month-to-month,No,Bank transfer,No,1,No
ID_861,21,86.02160595837911,169.71742776001167,Month-to-month,No,Mailed check,No,1,No
ID_862,8,60.50763525611707,2773.7605832332283,Month-to-month,No,Electronic check,No,0,No
ID_863,61,35.812759533366375,5037.118746872939,Month-to-month,DSL,Credit card,Yes,0,No
ID_864,51,105.77526313615297,770.3035689380866,Two year,Fiber optic,Bank transfer,No,1,No
ID_865,32,33.838782314565464,7573.2213290017935,One year,Fiber optic,Mailed check,Yes,0,No
ID_866,15,35.28078581110488,6886.426075662268,One year,No,Mailed check,Yes,0,No
ID_867,55,60.992582901661166,1235.5545395057177,One year,DSL,Mailed check,No,0,No
ID_868,60,54.6680297504779,2431.6150596214084,Month-to-month,DSL,Electronic check,No,0,No
ID_869,51,46.35337370411578,4707.525283583588,Month-to-month,Fiber optic,Bank transfer,No,0,No
ID_870,42,40.87274966741333,7362.914404485478,Month-to-month,DSL,Electronic check,No,0,No
ID_871,51,106.08744723897145,1793.3269919817055,Month-to-month,No,Mailed check,Yes,0,No
ID_872,8,63.83778851846324,5626.408896974083,Two year,DSL,Bank transfer,No,1,No
ID_873,60,41.27065867788298,7083.683633058834,Month-to-month,No,Credit card,No,0,No
ID_874,59,41.09761462211074,6783.987295739442,Two year,No,Bank transfer,Yes,0,No
ID_875,15,97.09777814724877,7811.987880819022,Two year,No,Bank transfer,Yes,0,No
ID_876,67,82.6866557720629,79.5671220132999,Two year,No,Electronic check,No,0,No
ID_877,12,88.50597197715477,5337.682330929113,Two year,DSL,Electronic check,No,1,Yes
ID_878,31,58.2549938755541,2954.4830730592253,Two year,No,Electronic check,Yes,1,No
ID_879,62,90.39966578267072,3910.259196402993,Two year,DSL,Mailed check,Yes,1,No
ID_880,30,90.52588282615962,7891.977646908758,One year,DSL,Mailed check,Yes,1,No
ID_881,63,34.93374533770636,6532.103011482364,One year,Fiber optic,Electronic check,No,0,Yes
ID_882,43,42.785618388568984,3170.5941076054287,Two year,DSL,Mailed check,No,1,No
ID_883,53,116.50945090343333,3586.9725694609015,One year,Fiber optic,Electronic check,Yes,0,No
ID_884,50,67.96490451954183,4664.1930983193515,Month-to-month,No,Bank transfer,No,1,No
ID_885,41,119.9914795942814,1582.0655511956065,Month-to-month,DSL,Bank transfer,Yes,0,No
ID_886,66,65.46287676386075,123.86938103961705,One year,No,Electronic check,Yes,1,No
ID_887,28,110.20613802690993,2752.5609557498387,Month-to-month,Fiber optic,Bank transfer,No,1,No
ID_888,63,29.15473132427078,5052.195959856286,Two year,Fiber optic,Credit card,Yes,1,No
ID_889,58,35.71102726890524,808.986913237769,One year,DSL,Credit card,No,1,No
ID_890,28,113.36900741103766,6881.058414658412,Two year,Fiber optic,Electronic check,No,1,Yes
ID_891,21,69.721987836732,7141.583254170593,Two year,DSL,Mailed check,No,1,No
ID_892,32,103.41617834820188,2520.62455798399,Two year,Fiber optic,Credit card,Yes,1,No
ID_893,5,71.98037783120438,7874.765020039265,Two year,DSL,Mailed check,Yes,0,Yes
ID_894,59,82.04304781214047,6161.261016106152,One year,DSL,Mailed check,No,0,No
ID_895,11,61.469809663162685,4675.500006120441,Month-to-month,Fiber optic,Mailed check,No,0,No
ID_896,24,39.80404299054875,2813.438178235175,Month-to-month,No,Mailed check,No,1,No
ID_897,38,33.07533495621366,5034.732757550846,One year,No,Bank transfer,No,0,Yes
ID_898,55,68.40587683049621,6264.5396267900005,Two year,DSL,Electronic check,Yes,0,No
ID_899,45,63.36912649719679,5817.130506232097,Two year,DSL,Bank transfer,Yes,1,Yes
ID_900,21,65.26959274476683,2805.2700815758967,Month-to-month,No,Mailed check,No,0,No
ID_901,39,118.22571701857365,5679.771201572115,One year,Fiber optic,Mailed check,No,1,Yes
ID_902,35,63.85612009490571,2144.7050208802048,Two year,No,Electronic check,Yes,0,No
ID_903,30,100.04939995698648,7031.850219434244,Two year,No,Electronic check,Yes,1,No
ID_904,19,36.825692339559126,687.2289948162988,One year,No,Bank transfer,Yes,1,No
ID_905,10,51.24660198108313,456.8207261307272,One year,DSL,Bank transfer,Yes,0,Yes
ID_906,52,106.39080554809162,4181.428383888809,One year,DSL,Mailed check,No,1,No
ID_907,47,74.50362572799801,5631.200624999476,Two year,No,Mailed check,No,1,No
ID_908,22,21.74764833326857,6883.405030325739,One year,Fiber optic,Credit card,No,1,Yes
